parlspeech_id,n_speech,min_date_speech,max_date_speech,mean_terms_speech,pageid,wikidataid
Achim Großmann_SPD,226,1991-03-12,2002-06-26,345.48230088495575,174000,Q340387
Achim Kessler_PDS/LINKE,13,2018-04-26,2018-12-13,281.2307692307692,NA,NA
Achim Post_SPD,18,2014-05-08,2018-11-21,657.5,NA,NA
Adelheid Tröscher_SPD,33,1995-06-29,2002-06-13,820.1212121212121,261258,Q354647
Adolf Herkenrath_CDU/CSU,4,1991-09-26,1994-04-28,701.75,3488974,Q362100
Adolf Ostertag_SPD,101,1991-03-14,2002-06-06,635.5247524752475,3314903,Q363517
Adolf Roth_CDU/CSU,67,1991-03-12,2000-12-01,951.5223880597015,2287185,Q363697
Agnes Alpers_PDS/LINKE,52,2009-12-17,2013-06-28,276.46153846153845,4754033,Q394447
Agnes Brugger_GRUENE,24,2012-03-22,2013-06-13,506.75,4783408,Q109309
Agnes Krumwiede_GRUENE,27,2009-11-10,2013-06-27,545.6296296296297,4777169,Q110883
Agnes Malczak_GRUENE,31,2009-12-03,2011-11-10,511.35483870967744,NA,NA
Agnieszka Brugger_GRUENE,114,2013-11-28,2018-11-29,539.6228070175439,NA,NA
Albert Deß_CDU/CSU,166,1991-06-20,2004-07-02,415.644578313253,173925,Q85528
Albert H. Weiler_CDU/CSU,1,2018-12-14,2018-12-14,230,NA,NA
Albert Pfuhl_SPD,30,1991-09-27,1994-06-16,450.46666666666664,1361345,Q1301457
Albert Probst_CDU/CSU,5,1991-11-07,1995-11-22,598.2,994523,Q119696
Albert Rupprecht_CDU/CSU,130,2003-03-13,2018-11-22,465.9846153846154,822008,Q1738272
Albert Schmidt_GRUENE,307,1995-02-09,2005-04-21,450.5602605863192,986967,Q2638751
Albert Stegemann_CDU/CSU,26,2014-03-14,2018-11-20,545.7307692307693,NA,NA
Albert Weiler_CDU/CSU,45,2014-01-29,2018-11-30,377.5111111111111,NA,NA
Albrecht Feibel_CDU/CSU,53,2000-09-15,2005-05-11,329.8490566037736,292214,Q2639764
Albrecht Glaser_AfD,44,2018-01-18,2018-12-13,216.77272727272728,NA,NA
Albrecht Müller_SPD,42,1991-03-14,1994-06-16,209.97619047619048,92453,Q1623388
Albrecht Papenroth_SPD,5,1996-06-20,2000-04-06,436,3370637,Q2639917
Alexander Bonde_GRUENE,110,2002-12-04,2011-03-18,709.2181818181818,275247,Q98804
Alexander Dobrindt_CDU/CSU,250,2003-01-30,2018-11-21,438.456,291078,Q85783
Alexander Funk_CDU/CSU,22,2010-01-19,2016-09-22,543.3181818181819,1793218,Q2642144
Alexander Gauland_AfD,19,2017-11-21,2018-11-21,622.4736842105264,NA,NA
Alexander Graf Lambsdorff_FDP,54,2017-11-21,2018-12-13,342.3333333333333,NA,NA
Alexander Hoffmann_CDU/CSU,120,2014-02-14,2018-12-14,432.4583333333333,NA,NA
Alexander Krauß_CDU/CSU,13,2018-02-22,2018-12-13,285.61538461538464,NA,NA
Alexander Kulitz_FDP,2,2018-03-15,2018-03-22,464.5,NA,NA
Alexander Müller_FDP,9,2018-02-23,2018-12-13,316.8888888888889,NA,NA
Alexander Radwan_CDU/CSU,45,2014-03-13,2018-12-13,605.0888888888888,NA,NA
Alexander S. Neu_PDS/LINKE,113,2013-11-28,2018-12-13,290.353982300885,NA,NA
Alexander Süßmair_PDS/LINKE,41,2010-01-19,2013-06-13,470.0731707317073,4764351,Q2643127
Alexander Throm_CDU/CSU,13,2018-02-22,2018-11-29,383,NA,NA
Alexander Ulrich_PDS/LINKE,140,2006-01-26,2018-10-17,450.3,984835,Q2643176
Alexander Warrikoff_CDU/CSU,30,1991-09-05,1994-06-29,457.23333333333335,6191665,Q2643229
Alexandra Dinges-Dierig_CDU/CSU,19,2014-04-03,2017-05-31,588,NA,NA
Alfons Müller_CDU/CSU,15,1991-03-20,1994-06-17,289.8666666666667,2750374,Q2644429
Alfred Dregger_CDU/CSU,19,1991-03-13,1998-03-26,1100.0526315789473,73446,Q65389
Alfred Hartenbach_SPD,112,1995-02-17,2009-02-12,470.2232142857143,173813,Q103781
Alice Weidel_AfD,15,2017-11-21,2018-11-21,632.1333333333333,NA,NA
Alois Gerig_CDU/CSU,49,2010-02-25,2018-09-28,482.46938775510205,4748564,Q2650232
Alois Graf von Waldburg-Zeil_CDU/CSU,78,1991-06-13,1998-06-17,537.1794871794872,413173,Q1304832
Alois Karl_CDU/CSU,113,2006-01-26,2018-11-30,504.86725663716817,985048,Q2650287
Alois Rainer_CDU/CSU,69,2014-02-20,2018-11-29,519.0289855072464,NA,NA
Amira Mohamed Ali_PDS/LINKE,19,2018-01-18,2018-11-09,551.1578947368421,NA,NA
Amke Dietert-Scheuer_GRUENE,91,1995-01-19,1998-06-17,239.24175824175825,173786,Q472533
André Berghegger_CDU/CSU,31,2014-04-03,2018-11-23,1016.7096774193549,NA,NA
André Hahn_PDS/LINKE,76,2014-01-15,2018-12-12,434.11842105263156,NA,NA
Andrea Astrid Voßhoff_CDU/CSU,49,2003-06-04,2013-06-27,902.0612244897959,672715,Q493348
Andrea Fischer_GRUENE,189,1994-12-16,2002-07-05,750.6719576719577,60093,Q64528
Andrea Gysi_PDS/LINKE,11,1996-12-13,1998-03-26,800.7272727272727,NA,NA
Andrea Lederer_PDS/LINKE,112,1991-03-22,1994-09-21,617.5982142857143,732624,Q494020
Andrea Lindholz_CDU/CSU,116,2014-01-31,2018-11-29,462.4568965517241,NA,NA
Andrea Nahles_SPD,248,1998-12-03,2018-11-21,490.35483870967744,131050,Q62810
Andrea Voßhoff_CDU/CSU,26,1998-12-03,2003-05-21,475.15384615384613,NA,NA
Andrea Wicklein_SPD,55,2003-02-13,2015-06-11,649.7818181818182,673284,Q495245
Andreas Birkmann_CDU/CSU,3,2001-03-15,2001-05-18,977,NA,NA
Andreas Bleck_AfD,8,2018-02-02,2018-11-20,265.375,NA,NA
Andreas G. Lämmel_CDU/CSU,139,2009-12-17,2018-12-14,573.9064748201439,NA,NA
Andreas Jung_CDU/CSU,123,2005-12-16,2018-11-29,664.4227642276422,985074,Q98768
Andreas Krautscheid_CDU/CSU,25,1995-02-16,1998-04-30,519.88,969789,Q498994
Andreas Lämmel_CDU/CSU,1,2010-07-08,2010-07-08,594,965828,Q499373
Andreas Lenz_CDU/CSU,59,2014-01-30,2018-11-30,593.7796610169491,NA,NA
Andreas Mattfeldt_CDU/CSU,55,2010-01-21,2018-11-22,692.6545454545454,4754626,Q499449
Andreas Mrosek_AfD,2,2018-06-27,2018-06-27,332,NA,NA
Andreas Nick_CDU/CSU,41,2014-02-20,2018-12-12,622.170731707317,NA,NA
Andreas Pinkwart_FDP,64,2002-11-14,2008-03-06,513.640625,171649,Q109936
Andreas Rimkus_SPD,13,2014-09-12,2018-11-22,704.0769230769231,NA,NA
Andreas Scheuer_CDU/CSU,143,2002-12-18,2018-11-20,370.7762237762238,984924,Q500381
Andreas Schmidt_CDU/CSU,76,1991-10-10,2006-12-14,534.3552631578947,301152,Q500491
Andreas Schockenhoff_CDU/CSU,165,1991-06-20,2014-09-11,679.769696969697,175618,Q500526
Andreas Schwarz_SPD,30,2014-02-12,2018-11-30,643.5666666666667,NA,NA
Andreas Steier_CDU/CSU,4,2018-06-15,2018-11-30,735.75,NA,NA
Andreas Steppuhn_SPD,20,2006-01-26,2008-11-13,806.95,984862,Q500805
Andreas Storm_CDU/CSU,119,1995-03-10,2005-06-17,498.5798319327731,190068,Q500829
Andreas Trautvetter_CDU/CSU,6,1993-03-12,1999-09-09,426,NA,NA
Andreas von Bülow_SPD,8,1992-01-16,1994-06-23,920.5,68875,Q66619
Andreas Wagner_PDS/LINKE,2,2018-03-01,2018-04-20,315,NA,NA
Andreas Weigel_SPD,19,2003-06-18,2009-04-22,808.2105263157895,984820,Q501178
Andrej Hunko_PDS/LINKE,154,2010-09-29,2018-12-12,215.41558441558442,4756767,Q99704
Andrej Konstantin Hunko_PDS/LINKE,14,2009-11-25,2010-06-10,210.42857142857142,NA,NA
Andrew Ullmann_FDP,5,2018-07-03,2018-12-13,441.8,NA,NA
Anette Hübinger_CDU/CSU,46,2006-09-29,2016-11-24,914.2608695652174,985060,Q529520
Anette Kramme_SPD,113,1999-01-22,2013-11-28,591.7345132743363,665625,Q529526
Angela Dorothea Merkel_CDU/CSU,6,1991-09-05,1991-12-12,825.1666666666666,NA,NA
Angela Marquardt_PDS/LINKE,29,1998-11-12,2002-07-03,665.6206896551724,118502,Q532924
Angela Merkel_CDU/CSU,554,1991-03-13,2018-12-12,1344.537906137184,145,Q567
Angela Schmid_CDU/CSU,4,2005-03-10,2005-04-21,730,669009,Q533282
Angela Stachowa_PDS/LINKE,39,1991-03-20,1994-06-15,530.2564102564103,1114045,Q533346
Angelica Schwall-Düren_SPD,111,1995-01-25,2010-07-08,567.6756756756756,1859719,Q88184
Angelika Barbe_SPD,22,1991-03-13,1994-06-17,766.0909090909091,81495,Q534162
Angelika Beer_GRUENE,207,1995-01-19,2002-07-25,457.8937198067633,118400,Q77525
Angelika Brunkhorst_FDP,92,2003-04-03,2013-06-28,527.8913043478261,171693,Q110140
Angelika Glöckner_SPD,26,2014-12-17,2018-12-13,495.03846153846155,NA,NA
Angelika Graf_SPD,120,1995-05-18,2013-06-27,754.3583333333333,173803,Q534285
Angelika Köster-Loßack_GRUENE,62,1994-11-23,2002-09-13,550.1129032258065,2835253,Q534427
Angelika Krüger-Leißner_SPD,115,1998-11-20,2013-06-26,646.8347826086956,666116,Q534414
Angelika Mertens_SPD,106,1995-01-26,2002-06-07,342.2641509433962,266081,Q534470
Angelika Pfeiffer_CDU/CSU,12,1991-06-19,1998-02-12,619,4371301,Q534544
Angelika Volquartz_CDU/CSU,45,1999-02-26,2002-10-30,272.77777777777777,123717,Q111443
Anita Schäfer_CDU/CSU,74,1999-06-17,2018-12-13,831.7297297297297,668972,Q550861
Anja Hajduk_GRUENE,250,2002-12-03,2018-12-14,523.912,412478,Q74408
Anja Karliczek_CDU/CSU,49,2014-06-05,2018-11-22,397.0816326530612,NA,NA
Anja Weisgerber_CDU/CSU,79,2014-02-20,2018-11-29,546.6455696202531,NA,NA
Anke Brunn_SPD,7,1992-06-26,1998-03-26,780.5714285714286,NA,NA
Anke Domscheit-Berg_PDS/LINKE,14,2017-12-12,2018-11-30,463.92857142857144,NA,NA
Anke Eymer_CDU/CSU,40,1991-09-25,2009-07-02,637.5,173964,Q556695
Anke Fuchs_SPD,4578,1991-06-20,2002-09-13,93.99868938401049,15619,Q73197
Anke Hartnagel_SPD,10,1999-01-21,2003-04-10,766,187428,Q556760
Anna Christmann_GRUENE,13,2018-02-01,2018-12-14,335.61538461538464,NA,NA
Anna Lührmann_GRUENE,76,2002-12-19,2009-07-02,620.8026315789474,122723,Q85933
Annalena Baerbock_GRUENE,132,2013-11-28,2018-12-14,328.40909090909093,NA,NA
Annegret Kramp-Karrenbauer_CDU/CSU,1,1998-05-28,1998-05-28,1058,1602460,Q71359
Annelie Buntenbach_GRUENE,141,1995-01-26,2002-06-28,584.4609929078014,173770,Q566094
Anneliese Augustin_CDU/CSU,20,1991-11-06,1998-06-18,419.15,172481,Q566133
Annette Faße_SPD,97,1995-03-16,2009-06-17,530.5154639175257,173963,Q566559
Annette Groth_PDS/LINKE,73,2009-12-04,2017-06-29,481,4791342,Q78330
Annette Sawade_SPD,12,2012-06-29,2017-03-30,711,7018158,Q566688
Annette Schavan_CDU/CSU,226,2002-06-13,2014-06-25,499.0265486725664,128406,Q57928
Annette Widmann-Mauz_CDU/CSU,202,1999-03-03,2016-07-07,562.9108910891089,673315,Q566722
Anni Brandt-Elsweier_SPD,27,1991-10-11,2002-06-28,1060.111111111111,1640473,Q566779
Ansgar Heveling_CDU/CSU,93,2010-02-25,2018-12-14,657.6129032258065,4762200,Q569717
Antje Blumenthal_CDU/CSU,16,2002-03-21,2009-05-14,908.125,274731,Q99637
Antje Hermenau_GRUENE,120,1995-02-16,2004-09-07,903.3333333333334,174345,Q584723
Antje Lezius_CDU/CSU,25,2014-03-12,2018-11-30,573.68,NA,NA
Antje Tillmann_CDU/CSU,100,2002-12-03,2018-12-13,929.06,672415,Q584897
Antje Vogel-Sperl_GRUENE,15,2003-01-15,2005-06-17,652.8,233343,Q584903
Antje Vollmer_GRUENE,10236,1994-11-10,2005-06-30,104.80539273153576,75599,Q103336
Antje-Marie Steen_SPD,105,1991-04-25,2001-11-27,422.3809523809524,5438147,Q584606
Anton Friesen_AfD,15,2017-12-12,2018-11-30,268.4,NA,NA
Anton Hofreiter_GRUENE,343,2006-02-10,2018-11-29,381.5131195335277,946093,Q103519
Anton Pfeifer_CDU/CSU,21,1991-11-14,1998-04-02,190.95238095238096,446104,Q592668
Anton Schaaf_SPD,157,2003-01-17,2013-06-28,539.7770700636943,984929,Q593702
Arfst Wagner_GRUENE,2,2012-09-27,2012-11-22,447,2398484,Q643822
Aribert Wolf_CDU/CSU,67,1998-12-02,2002-06-27,406.1044776119403,871049,Q657110
Armin Laschet_CDU/CSU,29,1995-03-30,1998-04-29,332.7586206896552,695878,Q78205
Armin Schuster_CDU/CSU,142,2009-12-02,2018-09-27,472.71830985915494,4748588,Q688231
Armin-Paulus Hampel_AfD,38,2017-11-22,2018-12-13,411.94736842105266,NA,NA
Arne Börnsen_SPD,49,1991-03-14,1997-10-30,592.5510204081633,6079590,Q692185
Arne Fuhrmann_SPD,67,1991-03-21,2002-04-25,396.13432835820896,2906948,Q692331
Arno Klare_SPD,48,2014-04-11,2018-11-30,458.0833333333333,NA,NA
Arno Schmidt_FDP,14,1991-03-15,1994-09-21,668.7142857142857,237774,Q694553
Arnold Vaatz_CDU/CSU,209,1997-04-17,2018-06-28,473.5980861244019,5812028,Q696432
Arnulf Kriedner_CDU/CSU,87,1991-03-12,1997-09-09,443.7701149425287,6098250,Q697700
Artur Auernhammer_CDU/CSU,51,2004-10-28,2018-11-20,436.6862745098039,494187,Q122011
Astrid Damerow_CDU/CSU,2,2018-03-15,2018-06-28,636.5,NA,NA
Astrid Freudenstein_CDU/CSU,76,2014-03-14,2017-06-23,578.9868421052631,NA,NA
Astrid Grotelüschen_CDU/CSU,6,2014-02-13,2018-12-13,855.5,4754230,Q101703
Astrid Klug_SPD,6,2003-04-03,2005-02-17,1226.3333333333333,665530,Q750622
Astrid Mannes_CDU/CSU,1,2018-04-26,2018-04-26,660,NA,NA
Astrid Timmermann-Fechter_CDU/CSU,7,2014-09-11,2017-03-24,712.1428571428571,NA,NA
Axel Berg_SPD,28,1999-01-20,2009-03-19,721.9642857142857,237881,Q111067
Axel E. Fischer_CDU/CSU,44,2010-01-21,2018-11-23,609.4545454545455,NA,NA
Axel Gehrke_AfD,16,2017-11-21,2018-11-29,298.6875,NA,NA
Axel Knoerig_CDU/CSU,34,2010-01-28,2018-06-28,641.1176470588235,4750881,Q792225
Axel Müller_CDU/CSU,25,2018-03-02,2018-11-30,399.96,NA,NA
Axel Schäfer_SPD,103,2003-03-13,2018-11-09,712.8058252427185,160485,Q792359
Axel Troost_PDS/LINKE,128,2005-12-01,2017-05-18,564.078125,396833,Q792387
Axel Wernitz_SPD,7,1992-06-25,1994-06-23,487.14285714285717,6106331,Q792418
Aydan Özoğuz_SPD,52,2010-03-03,2018-11-30,376.28846153846155,NA,NA
Azize Tank_PDS/LINKE,7,2014-01-16,2017-05-18,431.7142857142857,NA,NA
Barbara FStolterfoht_SPD,1,1997-10-29,1997-10-29,1876,NA,NA
Barbara Hendricks_SPD,1003,1995-03-31,2018-10-12,202.4725822532403,174343,Q97332
Barbara Höll_PDS/LINKE,809,1991-03-12,2013-06-27,470.344870210136,418437,Q807478
Barbara Imhof_SPD,4,1995-09-28,2002-03-14,1091.5,610804,Q807476
Barbara Lanzinger_CDU/CSU,49,2003-01-17,2017-06-29,706.1224489795918,666170,Q807527
Barbara Stamm_CDU/CSU,9,1996-06-13,1999-11-04,518.3333333333334,NA,NA
Barbara Stolterfoht_SPD,1,1995-09-28,1995-09-28,887,NA,NA
Barbara Weiler_SPD,50,1991-03-22,1994-04-29,340.06,696042,Q88846
Barbara Wittig_SPD,18,1998-12-10,2005-06-02,754.0555555555555,673297,Q807695
Barbara Woltmann_CDU/CSU,48,2014-04-08,2017-06-21,413.5625,NA,NA
Bärbel Bas_SPD,39,2010-01-21,2018-11-22,561.3076923076923,4737203,Q1019016
Bärbel Grygier_PDS/LINKE,2,2002-03-21,2002-04-17,341.5,549514,Q1019023
Bärbel Höhn_GRUENE,518,1998-03-26,2017-06-22,257.5965250965251,293347,Q123504
Bärbel Kofler_SPD,174,2004-11-11,2018-10-11,475.8103448275862,413388,Q1019029
Bärbel Sothmann_CDU/CSU,60,1991-06-20,2002-06-28,399.6333333333333,1616616,Q1019050
Bartholomäus Kalb_CDU/CSU,325,1991-11-28,2016-11-23,447.93538461538463,174272,Q107071
Beate Merk_CDU/CSU,1,2006-05-11,2006-05-11,1226,NA,NA
Beate Müller-Gemmeke_GRUENE,163,2009-12-03,2018-11-30,438.680981595092,4775372,Q813168
Beate Walter-Rosenheimer_GRUENE,45,2012-06-28,2018-04-26,541.0444444444445,6769383,Q813207
Beatrix Philipp_CDU/CSU,66,1996-04-19,2013-06-27,1002.6060606060606,186912,Q813286
Beatrix von Storch_AfD,31,2017-12-13,2018-12-14,299.51612903225805,NA,NA
Béla Anda_SPD,10,2003-01-15,2003-07-02,135.6,NA,NA
Benjamin Strasser_FDP,18,2017-12-13,2018-11-28,199.5,NA,NA
Benno Zierer_CDU/CSU,23,1992-01-16,2002-04-19,274.30434782608694,6054181,Q818010
Berengar Elsner von Gronow_AfD,1,2018-12-13,2018-12-13,775,NA,NA
Bernd Baumann_AfD,28,2017-10-24,2018-12-12,209.17857142857142,NA,NA
Bernd Fabritius_CDU/CSU,46,2014-02-20,2017-06-28,644.1304347826087,NA,NA
Bernd Henn_PDS/LINKE,54,1991-03-12,1994-06-29,569.5555555555555,6572753,Q823584
Bernd Heynemann_CDU/CSU,7,2003-04-11,2009-07-02,815.7142857142857,946267,Q63890
Bernd Klaußner_CDU/CSU,1,1996-01-18,1996-01-18,1015,4477942,Q823718
Bernd Kränzle_CDU/CSU,1,1998-03-04,1998-03-04,669,NA,NA
Bernd Neumann_CDU/CSU,327,1991-09-05,2009-03-05,269.2354740061162,186893,Q78341
Bernd Protzner_CDU/CSU,44,1991-06-14,2001-12-12,423.29545454545456,2371881,Q824011
Bernd Reuter_SPD,53,1991-06-19,2002-06-28,484.0377358490566,3388141,Q824052
Bernd Reuther_FDP,12,2017-11-21,2018-11-20,151.91666666666666,NA,NA
Bernd Riexinger_PDS/LINKE,5,2017-12-13,2018-10-12,306.6,NA,NA
Bernd Rützel_SPD,55,2014-03-21,2018-11-30,363.1272727272727,NA,NA
Bernd Scheelen_SPD,98,1995-05-11,2013-06-06,629.704081632653,175587,Q824134
Bernd Schmidbauer_CDU/CSU,555,1991-03-21,2008-10-07,175.7117117117117,186972,Q824152
Bernd Siebert_CDU/CSU,29,1996-11-07,2013-04-25,824.8965517241379,175625,Q824247
Bernd Westphal_SPD,61,2014-02-20,2018-12-12,458.4754098360656,NA,NA
Bernd Wilz_CDU/CSU,140,1991-10-30,1998-06-17,188.8,1057804,Q824410
Berndt Seite_CDU/CSU,9,1993-09-23,1997-01-30,627,NA,NA
Bernhard Brinkmann_SPD,34,1999-09-15,2013-06-05,852.3823529411765,280449,Q98727
Bernhard Daldrup_SPD,48,2014-02-12,2018-11-29,539.1458333333334,NA,NA
Bernhard Jagoda_CDU/CSU,14,1991-03-14,1992-12-09,802.8571428571429,485000,Q825355
Bernhard Kaster_CDU/CSU,81,2002-12-04,2017-06-29,631.1111111111111,645819,Q825401
Bernhard Loos_CDU/CSU,15,2018-02-28,2018-12-14,369.6,NA,NA
Bernhard Schulte-Drüggelte_CDU/CSU,58,2002-11-13,2012-11-20,439.87931034482756,829357,Q825906
Bernhard Vogel_CDU/CSU,29,1992-06-26,2002-07-03,819.0344827586207,NA,NA
Bernward Müller_CDU/CSU,16,1999-06-17,2006-01-26,551.6875,908175,Q826927
Berthold Wittich_SPD,18,1993-02-05,1998-05-07,267.22222222222223,3794029,Q828093
Bertold Reinartz_CDU/CSU,13,1991-11-14,1995-09-21,732,3921851,Q828340
Bertram Wieczorek_CDU/CSU,173,1991-04-25,1993-12-09,224.65895953757226,1166279,Q828514
Bettina Bähr-Losse_SPD,10,2016-11-10,2017-06-29,431.3,NA,NA
Bettina Hagedorn_SPD,150,2003-03-18,2018-06-29,603.2,663824,Q832631
Bettina Herlitzius_GRUENE,78,2007-11-15,2013-06-07,264.38461538461536,2882304,Q95439
Bettina Hoffmann_GRUENE,11,2018-02-28,2018-10-19,280.90909090909093,NA,NA
Bettina Hornhues_CDU/CSU,10,2014-03-14,2017-03-30,786.3,NA,NA
Bettina Kudla_CDU/CSU,46,2010-02-24,2015-01-28,445.89130434782606,4612359,Q850005
Bettina Margarethe Wiesmann_CDU/CSU,6,2018-03-02,2018-12-13,664.6666666666666,NA,NA
Bettina Müller_SPD,18,2014-02-20,2018-12-13,483.1111111111111,NA,NA
Bettina Stark-Watzinger_FDP,12,2018-01-31,2018-10-18,209.91666666666666,NA,NA
Bijan Djir-Sarai_FDP,50,2009-12-18,2018-11-21,519.38,4761378,Q106033
Birgit Homburger_FDP,505,1991-03-21,2013-05-16,582.8811881188119,171707,Q110890
Birgit Kömpel_SPD,13,2014-01-31,2017-06-30,541.5384615384615,NA,NA
Birgit Malecha-Nissen_SPD,19,2014-06-27,2017-06-30,433.7894736842105,NA,NA
Birgit Malsack-Winkemann_AfD,24,2017-12-12,2018-11-22,408.4166666666667,NA,NA
Birgit Menz_PDS/LINKE,13,2015-09-11,2017-06-22,500.6923076923077,NA,NA
Birgit Reinemund_FDP,35,2009-12-04,2013-06-06,533.2,4748832,Q865319
Birgit Roth_SPD,32,1999-03-25,2002-05-16,494.5,402563,Q865322
Birgit Schnieber-Jastram_CDU/CSU,107,1995-02-16,2001-10-11,413.01869158878503,233966,Q92299
Birgit Wöllert_PDS/LINKE,43,2014-02-13,2017-06-23,304.95348837209303,NA,NA
Birgitt Bender_GRUENE,207,2002-10-31,2013-06-14,528.5845410628019,237874,Q110736
Birke Bull-Bischoff_PDS/LINKE,11,2017-11-22,2018-11-29,357.54545454545456,NA,NA
Björn Sänger_FDP,55,2009-12-04,2013-05-17,591.4181818181818,4748713,Q879740
Björn Simon_CDU/CSU,2,2018-07-03,2018-10-18,671,NA,NA
Bodo Hombach_SPD,4,1998-10-27,1999-03-25,355.75,NA,NA
Bodo Ramelow_PDS/LINKE,37,2005-12-14,2009-05-29,495.1081081081081,110659,Q104678
Bodo Seidenthal_SPD,23,1992-03-20,2001-07-04,413.0869565217391,4348936,Q889982
Bodo Teichmann_SPD,4,1995-01-26,1995-10-11,551.5,3976415,Q889987
Brigitte Adler_SPD,48,1991-03-20,2002-05-16,487.8125,171028,Q916089
Brigitte Baumeister_CDU/CSU,64,1991-03-21,2002-07-05,370.015625,173274,Q916138
Brigitte Freihold_PDS/LINKE,4,2018-02-02,2018-07-04,261.5,NA,NA
Brigitte Lange_SPD,33,1991-11-07,2002-06-14,695.3636363636364,2954136,Q916474
Brigitte Pothmer_GRUENE,416,2005-12-02,2017-06-23,339.8485576923077,939371,Q916571
Brigitte Schulte_SPD,554,1991-06-19,2005-02-16,185.17870036101084,670396,Q916655
Brigitte Wimmer_SPD,20,1999-03-25,2005-04-22,454.05,669349,Q916768
Brigitte Zypries_SPD,466,2002-10-22,2018-02-02,338.24463519313304,14915,Q60872
Britta Haßelmann_GRUENE,509,2006-01-18,2018-11-08,255.80550098231828,938623,Q920726
Britta Katharina Dassler_FDP,3,2018-06-14,2018-11-08,568.3333333333334,NA,NA
Brunhilde Irber_SPD,134,1995-02-16,2009-07-02,355.7985074626866,260692,Q992656
Bruno Hollnagel_AfD,10,2018-04-20,2018-12-13,392.3,NA,NA
Bruno Menzel_FDP,84,1991-03-14,1994-09-07,522.5357142857143,3424037,Q993552
Burkhard Blienert_SPD,35,2014-04-10,2017-06-02,754.6285714285714,NA,NA
Burkhard Hirsch_FDP,5959,1991-03-13,1998-09-03,87.93623091122672,314301,Q107360
Burkhard Lischka_SPD,117,2009-12-03,2018-06-07,395.7350427350427,3385404,Q1016467
Burkhard Zurheide_FDP,50,1991-03-21,1994-06-30,586.32,6580268,Q1016516
Burkhardt Müller-Sönksen_FDP,45,2005-12-16,2013-06-12,591.9111111111112,984988,Q1016541
Cajus Caesar_CDU/CSU,35,2003-04-03,2016-11-24,785.1428571428571,NA,NA
Cajus Julius Caesar_CDU/CSU,12,2004-05-07,2005-06-02,637.6666666666666,1030682,Q78325
Canan Bayram_GRUENE,52,2018-01-17,2018-12-14,206.15384615384616,NA,NA
Cansel Kiziltepe_SPD,38,2014-01-30,2018-11-29,399.60526315789474,NA,NA
Caren Lay_PDS/LINKE,163,2009-11-10,2018-11-29,526.9754601226994,2408001,Q1035894
Caren Marks_SPD,130,2002-11-06,2013-11-28,503.26153846153846,667844,Q1035897
Carina Konrad_FDP,33,2018-01-18,2018-12-12,183.96969696969697,NA,NA
Carl Eduard von Bismarck_CDU/CSU,1,2005-06-15,2005-06-15,504,NA,NA
Carl Ewen_SPD,13,1992-01-24,1994-04-21,563.1538461538462,311016,Q1037703
Carl-Christian Dressel_SPD,31,2006-05-11,2009-09-08,675,958699,Q1036421
Carl-Detlev Freiherr von Hammerstein_CDU/CSU,37,1992-11-12,2001-11-27,654,2912358,Q1036430
Carl-Dieter Spranger_CDU/CSU,92,1991-10-10,2002-06-14,469.0978260869565,67212,Q95850
Carl-Eduard von Bismarck_CDU/CSU,2,2006-10-19,2006-10-19,938.5,487009,Q71697
Carl-Julius Cronenberg_FDP,11,2018-02-01,2018-11-30,306.72727272727275,NA,NA
Carl-Ludwig Thiele_FDP,397,1991-03-14,2010-03-05,467.0604534005038,171720,Q1036557
Carola Reimann_SPD,127,2000-10-26,2017-06-23,631.3070866141733,668933,Q1044255
Carola Stauche_CDU/CSU,25,2010-06-17,2017-05-18,549.28,4670438,Q1044264
Carsten Brodesser_CDU/CSU,4,2018-04-26,2018-11-29,627.25,NA,NA
Carsten Hübner_PDS/LINKE,69,1998-11-19,2002-06-28,508.231884057971,1097373,Q1045567
Carsten Körber_CDU/CSU,16,2014-04-11,2018-11-21,670.9375,NA,NA
Carsten Linnemann_CDU/CSU,57,2009-12-04,2018-11-22,474.7894736842105,4723772,Q1045606
Carsten Müller_CDU/CSU,45,2006-03-10,2018-10-19,682.9777777777778,945788,Q111620
Carsten Schneider_SPD,215,1999-05-05,2018-09-14,791.8418604651163,984917,Q1045665
Carsten Sieling_SPD,108,2009-12-04,2015-04-23,600.824074074074,2119793,Q1045675
Carsten Träger_SPD,30,2014-02-20,2018-11-20,488.43333333333334,NA,NA
Cem Özdemir_GRUENE,170,1994-12-14,2018-09-27,717.6764705882352,113672,Q12839
Cemile Giousouf_CDU/CSU,17,2014-02-14,2017-06-28,716.4705882352941,NA,NA
Charles M. Huber_CDU/CSU,31,2014-01-17,2017-05-31,272.0967741935484,NA,NA
Christa Lörcher_independent,3,2002-03-01,2002-04-25,458,NA,NA
Christa Lörcher_SPD,37,1993-10-27,2001-05-31,336.4054054054054,596793,Q1078121
Christa Luft_PDS/LINKE,215,1994-11-24,2002-09-12,486.3906976744186,272608,Q88304
Christa Nickels_GRUENE,248,1995-01-25,2005-04-13,343.18548387096774,175764,Q1078147
Christa Reichard_CDU/CSU,38,1995-03-16,2005-06-02,564,186965,Q1078169
Christa Stewens_CDU/CSU,5,2001-07-06,2003-11-06,611.6,NA,NA
Christa Thoben_CDU/CSU,5,1998-01-14,1998-04-29,82,NA,NA
