"pageid","session","party","constituency","constituency2","session_start","session_end","service","country","wikidataid","wikititle","name","sex","ethnicity","religion","birth","death","birthplace","deathplace"
"4750881",19,"CDU","Diepholz – Nienburg I","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q792225","Axel_Knoerig","Axel Knoerig","male","white","protestantism lutheran",1967-03-01,NA,"52.84944,8.72667",NA
"4756870",19,"FDP","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1355548","Pascal_Kober","Pascal Kober","male","white","protestantism lutheran",1971-07-03,NA,"48.71333,9.00278",NA
"985054",19,"CDU","Uckermark – Barnim I","Brandenburg",2017-10-24,2021-10-24,1461,"DEU","Q1687254","Jens_Koeppen","Jens Koeppen","male","white","protestantism evangelical",1962-09-27,NA,"51.04778,12.13833",NA
"413388",19,"SPD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1019029","Bärbel_Kofler","Bärbel Kofler","female",NA,NA,1967-05-24,NA,"47.83333,12.96667",NA
"10069647",19,"FDP","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998056","Lukas_Köhler","Lukas Köhler","male","white","catholicism",1986-08-20,NA,"48.13719,11.5755",NA
"4749153",19,"SPD","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q1163453","Daniela_Kolbe","Daniela Kolbe","female","white",NA,1980-02-22,NA,"50.58333,11.81667",NA
"9576570",19,"AfD","Landesliste","Mecklenburg-Vorpommern",2017-10-24,2021-10-24,1461,"DEU","Q26792878","Enrico_Komning","Enrico Komning","male","white",NA,1968-08-06,NA,"54.3,13.08333",NA
"10078340",19,"AfD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q40921995","Jörn_König","Jörn König","male",NA,NA,1967-10-29,NA,"52.51667,13.38333",NA
"10056837",19,"FDP","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q40999227","Carina_Konrad","Carina Konrad","female","white","catholicism",1982-09-19,NA,"49.98333,7.51667",NA
"7392871",19,"CDU","Hochtaunus","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q15813753","Markus_Koob","Markus Koob","male","white","catholicism",1977-12-05,NA,"50.17965,8.50854",NA
"7888455",19,"CDU","Zwickau","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q15793659","Carsten_Körber","Carsten Körber","male","white","protestantism lutheran",1979-06-11,NA,"50.71889,12.49611",NA
"8410298",19,"SPD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q18202322","Elvan_Korkmaz","Elvan Korkmaz","female",NA,"islam",1985-07-27,NA,"51.9,8.38333",NA
"962910",19,"DIE LINKE","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q1599545","Jan_Korte","Jan Korte","male","white",NA,1977-04-05,NA,"52.27889,8.04306",NA
"10081779",19,"AfD","Landesliste","Brandenburg",2017-10-24,2021-10-24,1461,"DEU","Q40846824","Steffen_Kotré","Steffen Kotré","male",NA,NA,1971-04-29,NA,"52.51667,13.38333",NA
"939078",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1568404","Sylvia_Kotting-Uhl","Sylvia Kotting-Uhl","female","white",NA,1952-12-29,NA,"49.01667,8.4",NA
"10065503",19,"AfD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40984890","Rainer_Kraft_(Politiker)","Rainer Kraft","male",NA,NA,1974-01-08,NA,"48.11889,11.42889",NA
"665625",19,"SPD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q529526","Anette_Kramme","Anette Kramme","female","white",NA,1967-10-10,NA,"51.45083,7.01306",NA
"1702380",19,"CDU","Erzgebirgskreis I","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q2642495","Alexander_Krauß","Alexander Krauß","male","white","protestantism lutheran",1975-12-08,NA,"50.4667,12.7",NA
"4763877",19,"DIE LINKE","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1492112","Jutta_Krellmann","Jutta Krellmann","female","white",NA,1956-01-07,NA,"50,7.97778",NA
"939094",19,"CDU","Pforzheim","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q98115","Gunther_Krichbaum","Gunther Krichbaum","male","white","protestantism evangelical",1964-05-04,NA,"48.83218,9.1214",NA
"140973",19,"CDU","Mönchengladbach","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1560703","Günter_Krings","Günter Krings","male","white","protestantism evangelical",1969-08-07,NA,"51.16667,6.45",NA
"4748901",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q103710","Oliver_Krischer","Oliver Krischer","male","white",NA,1969-07-26,NA,"50.7,6.65",NA
"1556300",19,"CDU","Landesliste","Hamburg",2017-10-24,2021-10-24,1461,"DEU","Q121230","Rüdiger_Kruse","Rüdiger Kruse","male","white","protestantism evangelical",1961-06-10,NA,"53.55,10",NA
"175506",19,"FDP","Landesliste","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q2590313","Wolfgang_Kubicki","Wolfgang Kubicki","male","white","protestantism evangelical",1952-03-03,NA,"52.26917,10.52111",NA
"10070427",19,"CSU","München-Süd","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998043","Michael_Kuffer","Michael Kuffer","male",NA,"catholicism",1972-03-16,NA,"48.13719,11.5755",NA
"8155668",19,"FDP","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q16216417","Konstantin_Kuhle","Konstantin Kuhle","male","white",NA,1989-02-11,NA,"52.16222,10.53694",NA
"4900444",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q106938","Christian_Kühn_(Politiker)","Christian Kühn","male","white","protestantism lutheran",1979-04-09,NA,"48.52,9.05556",NA
"4750832",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q1239215","Stephan_Kühn","Stephan Kühn","male","white",NA,1979-09-06,NA,"51.04926,13.73836",NA
"7528730",19,"CDU","Goslar – Northeim – Osterode","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q15813206","Roy_Kühne","Roy Kühne","male","white",NA,1967-09-27,NA,"52.13333,11.61667",NA
"10076924",19,"FDP","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40997988","Alexander_Kulitz","Alexander Kulitz","male",NA,NA,1981-08-12,NA,"48.52,9.05556",NA
"14916",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q65128","Renate_Künast","Renate Künast","female","white",NA,1955-12-15,NA,"51.61667,7.2",NA
"939379",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1901650","Markus_Kurth_(Politiker)","Markus Kurth","male","white","catholicism",1966-04-14,NA,"50.73389,7.09972",NA
"666158",19,"SPD","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q1083648","Christine_Lambrecht","Christine Lambrecht","female","white","protestantism evangelical",1965-06-19,NA,"49.48361,8.46306",NA
"289571",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q71763","Alexander_Graf_Lambsdorff","Alexander Graf Lambsdorff","male","white",NA,1966-11-05,NA,"50.94222,6.95778",NA
"174371",19,"CDU","Heidelberg","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q118715","Karl_A._Lamers","Karl A. Lamers","male","white","catholicism",1951-02-12,NA,"51.43222,6.76111",NA
"965828",19,"CDU","Dresden I","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q499373","Andreas_Lämmel","Andreas Lämmel","male","white","protestantism lutheran",1959-04-19,NA,"50.46667,12.36667",NA
"984959",19,"CDU","Leipzig-Land","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q1735942","Katharina_Landgraf","Katharina Landgraf","female","white","protestantism lutheran",1954-02-24,NA,"51.2836,10.9153",NA
"849921",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1080751","Christian_Lange_(Politiker,_1964)","Christian Lange","male","white","protestantism evangelical",1964-02-27,NA,"49.31667,6.75",NA
"4747834",19,"CSU","Donau-Ries","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q2476246","Ulrich_Lange_(Politiker)","Ulrich Lange","male","white","catholicism",1969-06-06,NA,"46.66889,11.16389",NA
"7886941",19,"CSU","Bayreuth","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15644592","Silke_Launert","Silke Launert","female","white","protestantism lutheran",1976-12-27,NA,"50.16667,11.5",NA
"975589",19,"SPD","Leverkusen – Köln IV","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q105676","Karl_Lauterbach_(Politiker,_1963)","Karl Lauterbach","male","white",NA,1963-02-21,NA,"50.8,6.48333",NA
"2408001",19,"DIE LINKE","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q1035894","Caren_Lay","Caren Lay","female","white",NA,1972-12-11,NA,"50.42861,7.46139",NA
"487197",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q1944684","Monika_Lazar","Monika Lazar","female","white","atheism",1967-09-13,NA,"51.33333,12.38333",NA
"10065914",19,"FDP","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40998225","Ulrich_Lechte","Ulrich Lechte","male",NA,"catholicism",1977-08-26,NA,"49.25,8.88333",NA
"356987",19,"CDU","Leipzig I","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q62995","Jens_Lehmann_(Radsportler)","Jens Lehmann","male","white","protestantism lutheran",1967-12-19,NA,"51.56667,10.94972",NA
"5479125",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q2371230","Sven_Lehmann_(Politiker)","Sven Lehmann","male","white","atheism",1979-12-04,NA,"50.81611,7.15556",NA
"985033",19,"CSU","Würzburg","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q2060929","Paul_Lehrieder","Paul Lehrieder","male","white","catholicism",1959-11-20,NA,"49.65,10.06667",NA
"4757462",19,"DIE LINKE","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q1649275","Sabine_Leidig","Sabine Leidig","female","white",NA,1961-08-07,NA,"49.41222,8.71",NA
"7891069",19,"CDU","Hanau","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q15434284","Katja_Leikert","Katja Leikert","female","white","catholicism",1975-03-03,NA,"49.35,8.15",NA
"534812",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q1502854","Steffi_Lemke","Steffi Lemke","female","white",NA,1968-01-19,NA,"51.83417,12.24611",NA
"4752771",19,"DIE LINKE","Landesliste","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q1759589","Ralph_Lenkert","Ralph Lenkert","male","white",NA,1967-05-09,NA,"51.02472,11.51389",NA
"7885723",19,"CSU","Erding – Ebersberg","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15783327","Andreas_Lenz","Andreas Lenz","male","white","catholicism",1981-04-23,NA,"48.08333,11.96667",NA
"985030",19,"DIE LINKE","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q16433","Michael_Leutert","Michael Leutert","male","white","atheism",1974-08-08,NA,"50.61667,12.66667",NA
"291123",19,"CDU","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q60772","Ursula_von_der_Leyen","Ursula von der Leyen","female","white","protestantism evangelical",1958-10-08,NA,"50.83028,4.36139",NA
"7890453",19,"CDU","Kreuznach","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q15783644","Antje_Lezius","Antje Lezius","female","white","protestantism evangelical",1960-06-30,NA,"49.53472,7.39806",NA
"312636",19,"DIE LINKE","Berlin-Pankow","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q2336956","Stefan_Liebich","Stefan Liebich","male","white","atheism",1972-12-30,NA,"53.8925,11.465",NA
"10062803",19,"SPD","Wuppertal I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40998992","Helge_Lindh","Helge Lindh","male","white","protestantism lutheran",1976-12-06,NA,"51.26667,7.18333",NA
"7885944",19,"CSU","Aschaffenburg","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q15644594","Andrea_Lindholz","Andrea Lindholz","female","white","catholicism",1970-09-25,NA,"50.73389,7.09972",NA
"855225",19,"FDP","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q85806","Christian_Lindner","Christian Lindner","male","white","catholicism",1979-01-07,NA,"51.26667,7.18333",NA
"6265549",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q2437890","Tobias_Lindner_(Politiker)","Tobias Lindner","male","white",NA,1982-01-11,NA,"49.01667,8.4",NA
"985027",19,"FDP","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q991377","Michael_Georg_Link","Michael Georg Link","male","white","protestantism lutheran",1963-02-06,NA,"49.15,9.21667",NA
"4723772",19,"CDU","Paderborn – Gütersloh III","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1045606","Carsten_Linnemann","Carsten Linnemann","male","white","catholicism",1977-08-10,NA,"51.71667,8.76667",NA
"667395",19,"CDU","Odenwald","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q2057218","Patricia_Lips","Patricia Lips","female","white","catholicism",1963-12-21,NA,"45.46416,9.19034",NA
"3385404",19,"SPD","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q1016467","Burkhard_Lischka","Burkhard Lischka","male","white","protestantism lutheran",1965-02-01,NA,"51.45,8.83333",NA
"9958968",19,"CDU","Mannheim","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q21014891","Nikolas_Löbel","Nikolas Löbel","male","white",NA,1986-05-17,NA,"49.48361,8.46306",NA
"9711418",19,"CSU","München-Nord","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q30579521","Bernhard_Loos","Bernhard Loos","male",NA,"catholicism",1955-07-30,NA,"47.88,10.6225",NA
"20015",19,"DIE LINKE","Berlin-Lichtenberg","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q65114","Gesine_Lötzsch","Gesine Lötzsch","female","white",NA,1961-08-07,NA,"52.52111,13.48",NA
"10082265",19,"AfD","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40848063","Rüdiger_Lucassen","Rüdiger Lucassen","male",NA,NA,1951-08-19,NA,"54.8044,9.70778",NA
"4749299",19,"CDU","Berlin-Tempelhof – Schöneberg","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q96427","Jan-Marco_Luczak","Jan-Marco Luczak","male","white","protestantism evangelical",1975-10-02,NA,"52.51667,13.38333",NA
"668905",19,"CSU","Rosenheim","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1163474","Daniela_Ludwig","Daniela Ludwig","female","white","catholicism",1975-07-07,NA,"48.13719,11.5755",NA
"4748819",19,"SPD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q108173","Kirsten_Lühmann","Kirsten Lühmann","female","white",NA,1964-04-28,NA,"53.14389,8.21389",NA
"4158679",19,"FDP","Landesliste","Saarland",2017-10-24,2021-10-24,1461,"DEU","Q2020409","Oliver_Luksic","Oliver Luksic","male","white",NA,1979-10-09,NA,"49.23333,7",NA
"4754178",19,"DIE LINKE","Landesliste","Saarland",2017-10-24,2021-10-24,1461,"DEU","Q2425894","Thomas_Lutze","Thomas Lutze","male","white",NA,1969-08-23,NA,"51.45778,13.52389",NA
"4748416",19,"CDU","Stuttgart II","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1729500","Karin_Maag","Karin Maag","female","white","protestantism lutheran",1962-06-13,NA,"48.77611,9.1775",NA
"715044",19,"SPD","Landesliste","Saarland",2017-10-24,2021-10-24,1461,"DEU","Q108447","Heiko_Maas","Heiko Maas","male","white","catholicism",1966-09-19,NA,"49.31667,6.75",NA
"9002731",19,"AfD","Landesliste","Bremen",2017-10-24,2021-10-24,1461,"DEU","Q23060128","Frank_Magnitz","Frank Magnitz","male",NA,"atheism",1952-06-29,NA,"52.24111,7.36889",NA
"7892411",19,"CDU","Vogtlandkreis","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q15647562","Yvonne_Magwas","Yvonne Magwas","female","white","catholicism",1979-11-28,NA,"50.51667,12.41667",NA
"10006860",19,"AfD","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q39238058","Jens_Maier","Jens Maier","male",NA,"protestantism lutheran",1962-02-10,NA,"53.07694,8.80889",NA
"8921125",19,"AfD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q20753082","Lothar_Maier","Lothar Maier","male",NA,"atheism",1944-06-19,NA,"48.29944,8.22278",NA
"147909",19,"CDU","Meißen","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q57364","Thomas_de_Maizière","Thomas de Maizière","male","white","protestantism lutheran",1954-01-21,NA,"50.73389,7.09972",NA
"10057831",19,"AfD","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q40572710","Birgit_Malsack-Winkemann","Birgit Malsack-Winkemann","female",NA,NA,1964-08-12,NA,"49.86667,8.65",NA
"7893762",19,"CDU","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15812348","Gisela_Manderla","Gisela Manderla","female","white","catholicism",1958-02-11,NA,"51.21667,6.81667",NA
"2112377",19,"CDU","Darmstadt","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q750695","Astrid_Mannes","Astrid Mannes","female","white","protestantism evangelical",1967-01-02,NA,"51.17139,6.93944",NA
"10065131",19,"FDP","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q40998591","Till_Mansmann","Till Mansmann","male",NA,"catholicism",1968-01-08,NA,"49.45351,8.49092",NA
"667844",19,"SPD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1035897","Caren_Marks","Caren Marks","female",NA,"protestantism lutheran",1963-09-25,NA,"51.98667,9.26361",NA
"7885126",19,"CDU","Freiburg","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q15434567","Matern_von_Marschall","Matern von Marschall","male","white","catholicism",1962-08-03,NA,"47.99472,7.84972",NA
"4777143",19,"FDP","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q99663","Jürgen_Martens_(Politiker)","Jürgen Martens","male","white",NA,1959-08-03,NA,"48.13719,11.5755",NA
"4541620",19,"CDU","Märkisch-Oderland – Barnim II","Brandenburg",2017-10-24,2021-10-24,1461,"DEU","Q1577056","Hans-Georg_von_der_Marwitz","Hans-Georg von der Marwitz","male","white","protestantism evangelical",1961-04-08,NA,"49.41222,8.71",NA
"8253504",19,"DIE LINKE","Landesliste","Hamburg",2017-10-24,2021-10-24,1461,"DEU","Q16999689","Fabio_De_Masi","Fabio De Masi","male","white","catholicism",1980-03-07,NA,"49.92139,8.48181",NA
"938851",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1736645","Katja_Mast","Katja Mast","female","white",NA,1971-02-04,NA,"48.47083,7.94083",NA
"47976",19,"SPD","Landesliste","Thüringen",2017-10-24,2021-10-24,1461,"DEU","Q120220","Christoph_Matschie","Christoph Matschie","male","white","protestantism lutheran",1961-07-15,NA,"51.21667,10.45",NA
"4754626",19,"CDU","Osterholz – Verden","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q499449","Andreas_Mattfeldt","Andreas Mattfeldt","male","white",NA,1969-09-28,NA,"53.005,9.22917",NA
"667865",19,"SPD","Landesliste","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q1411688","Hilde_Mattheis","Hilde Mattheis","female","white","catholicism",1954-10-06,NA,"51.17306,7.9725",NA
"985012",19,"CSU","Altötting","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1648387","Stephan_Mayer","Stephan Mayer","male","white","catholicism",1973-12-15,NA,"48.16667,12.83333",NA
"10009659",19,"DIE LINKE","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q40136224","Pascal_Meiser","Pascal Meiser","male",NA,"atheism",1975-03-07,NA,"49.23333,7",NA
"175455",19,"CDU","Bergstraße","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q103523","Michael_Meister","Michael Meister","male","white","protestantism evangelical",1961-06-09,NA,"49.65389,8.5675",NA
"145",19,"CDU","Vorpommern-Rügen – Vorpommern-Greifswald I","Mecklenburg-Vorpommern",2017-10-24,2021-10-24,1461,"DEU","Q567","Angela_Merkel","Angela Merkel","female","white","protestantism evangelical",1954-07-17,NA,"53.55,10",NA
"7819931",19,"CDU","Worms","Rheinland-Pfalz",2017-10-24,2021-10-24,1461,"DEU","Q15230330","Jan_Metzler","Jan Metzler","male","white","protestantism evangelical",1981-07-05,NA,"49.63194,8.36528",NA
"3272719",19,"FDP","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q123171","Christoph_Meyer_(Politiker)","Christoph Meyer","male","white",NA,1975-08-30,NA,"52.51667,13.38333",NA
"10060154",19,"AfD","Landesliste","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q40878850","Corinna_Miazga","Corinna Miazga","female",NA,NA,1983-05-17,NA,"53.14389,8.21389",NA
"903871",19,"CSU","Coburg","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q1581364","Hans_Michelbach","Hans Michelbach","male","white","catholicism",1949-05-03,NA,"50.04972,9.70556",NA
"4754656",19,"CDU","Stadt Osnabrück","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1908516","Mathias_Middelberg","Mathias Middelberg","male","white","catholicism",1964-12-14,NA,"52.27889,8.04306",NA
"937994",19,"SPD","Hannover-Land II","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q1910150","Matthias_Miersch","Matthias Miersch","male","white","protestantism lutheran",1968-12-19,NA,"52.37444,9.73861",NA
"10066230",19,"none","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40984442","Mario_Mieruch","Mario Mieruch","male",NA,NA,1975-08-16,NA,"52.13333,11.61667",NA
"7902330",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15433827","Irene_Mihalic","Irene Mihalic","female","white",NA,1976-11-17,NA,"50.87889,7.615",NA
"7886280",19,"SPD","Landesliste","Berlin",2017-10-24,2021-10-24,1461,"DEU","Q15813142","Klaus_Mindrup","Klaus Mindrup","male","white",NA,1964-05-16,NA,"52.14611,7.97389",NA
"7889770",19,"SPD","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q15813113","Susanne_Mittag","Susanne Mittag","female","white",NA,1958-07-25,NA,"41.48222,-81.66972",NA
"10061513",19,"DIE LINKE","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q41080910","Amira_Mohamed_Ali","Amira Mohamed Ali","female",NA,"islam",1980-01-16,NA,"53.55,10",NA
"4853964",19,"DIE LINKE","Landesliste","Schleswig-Holstein",2017-10-24,2021-10-24,1461,"DEU","Q1133381","Cornelia_Möhring","Cornelia Möhring","female","white",NA,1960-01-09,NA,"53.55,10",NA
"10011823",19,"SPD","Helmstedt – Wolfsburg","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q41111971","Falko_Mohrs","Falko Mohrs","male","white","atheism",1984-07-23,NA,"52.42306,10.78722",NA
"10058384",19,"SPD","Aachen II","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q40998854","Claudia_Moll","Claudia Moll","female",NA,NA,1968-12-15,NA,"50.81667,6.28333",NA
"10056569",19,"SPD","Friesland – Wilhelmshaven – Wittmund","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q40998750","Siemtje_Möller","Siemtje Möller","female",NA,NA,1983-07-20,NA,"53.36694,7.20611",NA
"4755775",19,"CDU","Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I","Mecklenburg-Vorpommern",2017-10-24,2021-10-24,1461,"DEU","Q1223955","Dietrich_Monstadt","Dietrich Monstadt","male","white","protestantism lutheran",1957-09-15,NA,"51.48333,7.21667",NA
"7898198",19,"CDU","Köln I","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q15008648","Karsten_Möring","Karsten Möring","male","white","protestantism lutheran",1949-08-30,NA,"53.11667,9.8",NA
"667963",19,"CSU","Roth","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q114033","Marlene_Mortler","Marlene Mortler","female","white","protestantism evangelical",1955-10-16,NA,"49.51028,11.27722",NA
"3262021",19,"CDU","Landesliste","Bremen",2017-10-24,2021-10-24,1461,"DEU","Q1329839","Elisabeth_Motschmann","Elisabeth Charlotte Motschmann","female","white","protestantism lutheran",1952-10-13,NA,"53.86972,10.68639",NA
"4752206",19,"DIE LINKE","Landesliste","Nordrhein-Westfalen",2017-10-24,2021-10-24,1461,"DEU","Q1989055","Niema_Movassat","Niema Movassat","male","asian",NA,1984-08-22,NA,"51.26667,7.18333",NA
"9379024",19,"AfD","Landesliste","Sachsen-Anhalt",2017-10-24,2021-10-24,1461,"DEU","Q23564779","Andreas_Mrosek","Andreas Mrosek","male",NA,NA,1958-01-18,NA,"51.83417,12.24611",NA
"10060675",19,"FDP","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q40998561","Alexander_Müller_(Politiker,_1969)","Alexander Müller","male","white",NA,1969-07-17,NA,"50.42972,7.57028",NA
"10058381",19,"CDU","Ravensburg","Baden-Württemberg",2017-10-24,2021-10-24,1461,"DEU","Q40998023","Axel_Müller_(Politiker)","Axel Müller","male",NA,"catholicism",1963-07-24,NA,"48.74056,9.31083",NA
"7949870",19,"SPD","Landesliste","Hessen",2017-10-24,2021-10-24,1461,"DEU","Q15792684","Bettina_Müller_(Politikerin)","Bettina Müller","female",NA,NA,1959-06-07,NA,"50.06667,9.06667",NA
"945788",19,"CDU","Landesliste","Niedersachsen",2017-10-24,2021-10-24,1461,"DEU","Q111620","Carsten_Müller","Carsten Müller","male","white","protestantism evangelical",1970-05-08,NA,"52.26917,10.52111",NA
"7564125",19,"BÜNDNIS 90/DIE GRÜNEN","Landesliste","Mecklenburg-Vorpommern",2017-10-24,2021-10-24,1461,"DEU","Q6523639","Claudia_Müller_(Politikerin)","Claudia Müller","female",NA,NA,1981-08-10,NA,"54.08333,12.13333",NA
"984987",19,"SPD","Landesliste","Sachsen",2017-10-24,2021-10-24,1461,"DEU","Q1201319","Detlef_Müller_(Politiker,_1964)","Detlef Müller","male",NA,NA,1964-08-20,NA,"50.83333,12.91667",NA
"1060793",19,"CSU","Oberallgäu","Bayern",2017-10-24,2021-10-24,1461,"DEU","Q85516","Gerd_Müller_(Politiker,_1955)","Gerd Müller","male","white","catholicism",1955-08-25,NA,"48.24306,10.36333",NA
